1104	133
0.082	3.424
0.081	3.451
0.083	3.458
0.084	3.485
0.085	3.499
0.085	3.601
0.087	3.608
0.088	3.615
0.09	3.622
0.092	3.629
0.093	3.636
0.095	3.643
0.096	3.656
0.098	3.664
0.099	3.677
0.101	3.684
0.102	3.692
0.104	3.734
0.104	3.76
0.105	3.768
0.104	3.847
0.106	3.86
0.107	3.868
0.107	4.042
0.108	4.056
0.109	4.063
0.11	4.093
0.111	4.123
0.112	4.13
0.112	4.186
0.113	4.199
0.114	4.206
0.116	4.213
0.117	4.22
0.116	4.281
0.118	4.288
0.119	4.294
0.119	4.321
0.118	4.391
0.118	4.581
0.116	4.692
0.117	4.705
0.118	4.744
0.119	4.751
0.119	4.771
0.116	4.896
0.116	4.909
0.117	4.923
0.117	5.124
0.117	5.151
0.118	5.158
0.119	5.171
0.119	5.199
0.119	5.386
0.118	5.651
0.118	6.881
0.119	6.887
0.12	6.908
0.121	6.915
0.121	6.934
0.122	6.941
0.123	6.948
0.124	6.954
0.124	6.974
0.124	7.001
0.125	7.008
0.126	7.015
0.125	7.262
0.125	7.275
0.126	7.282
0.126	7.311
0.126	7.344
0.126	7.498
0.125	7.531
0.124	9.681
0.124	9.688
0.125	9.694
0.126	9.701
0.126	9.727
0.126	9.753
0.127	9.759
0.127	9.779
0.127	9.8
0.127	10.081
0.128	10.088
0.129	10.095
0.129	10.122
0.129	10.129
0.13	10.142
0.13	10.163
0.131	10.177
0.131	10.239
0.132	10.253
0.13	10.457
0.131	10.464
0.128	10.706
0.126	14.38
0.122	19.521
