1104	170
0.099	3.441
0.095	3.469
0.097	3.475
0.099	3.489
0.099	3.509
0.101	3.516
0.101	3.605
0.103	3.612
0.105	3.619
0.106	3.632
0.107	3.654
0.107	3.674
0.108	3.731
0.109	3.737
0.11	3.757
0.109	3.798
0.11	3.844
0.111	3.857
0.112	3.878
0.113	3.884
0.113	4.084
0.114	4.09
0.115	4.1
0.116	4.12
0.117	4.127
0.117	4.183
0.119	4.19
0.12	4.196
0.121	4.203
0.122	4.217
0.122	4.27
0.122	4.291
0.123	4.305
0.124	4.311
0.125	4.325
0.126	4.345
0.127	4.351
0.127	4.402
0.128	4.585
0.128	4.598
0.127	4.682
0.128	4.689
0.129	4.696
0.13	4.741
0.13	4.761
0.132	4.768
0.13	4.815
0.129	4.879
0.13	4.893
0.131	4.899
0.132	4.913
0.133	4.926
0.134	4.933
0.134	5.114
0.134	5.134
0.135	5.141
0.135	5.161
0.135	5.203
0.135	5.376
0.136	5.39
0.137	5.622
0.138	5.629
0.138	5.641
0.138	6.878
0.139	6.884
0.139	6.898
0.14	6.912
0.14	6.925
0.141	6.931
0.142	6.938
0.143	6.945
0.144	6.952
0.145	6.958
0.146	6.971
0.146	6.985
0.147	6.998
0.147	7.012
0.147	7.032
0.148	7.038
0.148	7.265
0.146	7.314
0.147	7.321
0.146	7.489
0.147	7.495
0.148	7.502
0.148	7.515
0.149	7.521
0.149	7.542
0.149	7.828
0.15	7.841
0.15	9.678
0.15	9.691
0.151	9.698
0.152	9.705
0.152	9.711
0.153	9.724
0.154	9.731
0.154	9.737
0.155	9.744
0.156	9.75
0.157	9.757
0.157	9.763
0.158	9.769
0.158	9.797
0.158	9.81
0.159	10.071
0.159	10.078
0.159	10.106
0.159	10.119
0.16	10.126
0.16	10.16
0.16	10.181
0.16	10.236
0.16	10.257
0.161	10.263
0.16	10.448
0.161	10.454
0.161	10.461
0.161	10.617
0.162	10.623
0.163	10.63
0.163	10.643
0.162	10.683
0.158	14.421
0.157	14.661
0.157	14.667
0.158	14.674
0.156	16.906
