155	62
0.5	13.033
0.5	13.088
0.5	13.091
0.4	13.132
0.417	13.173
0.429	13.276
0.438	13.292
0.444	13.385
0.45	13.487
0.455	13.512
0.458	13.671
0.462	13.717
0.464	13.732
0.467	13.752
0.469	13.757
0.471	13.766
0.472	13.771
0.45	15.596
0.452	15.62
0.455	15.659
0.457	15.668
0.458	17.433
0.46	17.448
0.462	18.616
0.446	19.225
0.448	19.236
0.45	19.247
0.452	19.261
0.453	19.339
0.455	19.351
0.443	19.362
0.444	19.368
0.446	19.376
0.447	20.221
0.449	20.964
0.45	20.99
0.451	22.11
0.442	22.181
0.443	22.186
0.444	22.204
0.446	22.209
0.447	22.214
0.448	22.261
0.449	22.266
0.433	22.278
0.434	22.284
0.435	22.29
0.436	22.296
0.43	22.304
0.431	22.309
0.432	22.35
0.433	22.356
0.434	22.361
0.429	22.37
0.423	22.38
0.424	22.448
0.419	22.483
0.42	22.487
0.415	22.499
0.417	22.504
0.412	22.552
0.408	22.584
