1548	243
0.139	1.398
0.139	1.685
0.14	3.022
0.141	3.072
0.141	4.326
0.142	4.378
0.142	4.389
0.143	4.392
0.143	4.396
0.144	4.403
0.144	4.51
0.145	5.233
0.145	5.253
0.144	5.598
0.144	5.694
0.144	6.406
0.144	6.548
0.144	6.731
0.145	7.294
0.145	7.297
0.146	8.497
0.146	8.565
0.147	8.569
0.147	8.616
0.148	8.791
0.147	9.796
0.147	9.959
0.148	10.391
0.148	10.492
0.149	12.1
0.149	12.115
0.15	12.169
0.15	13.608
0.151	13.708
0.151	14.261
0.151	14.362
0.151	14.392
0.152	16.231
0.152	16.521
0.152	16.733
0.153	16.739
0.153	16.75
0.154	16.859
0.154	16.9
0.154	17.007
0.155	17.429
0.155	18.325
0.156	18.379
0.156	20.736
0.156	20.882
0.157	20.898
