2506	280
0.152	2.791
0.153	2.794
0.153	2.909
0.154	2.966
0.154	3.038
0.155	3.041
0.155	3.059
0.155	3.141
0.156	3.807
0.156	4.554
0.156	4.56
0.157	4.599
0.154	4.811
0.152	4.915
0.153	4.919
0.143	5.697
0.141	6.033
0.14	6.161
0.14	6.396
0.14	6.399
0.14	6.439
0.14	6.514
0.138	7.602
0.137	7.683
0.135	7.918
0.13	8.449
0.125	9.431
0.122	9.948
0.121	10.174
0.121	10.688
0.122	10.691
0.12	12.351
0.118	12.601
0.117	12.69
0.113	13.441
0.111	13.687
0.111	13.855
0.112	13.923
0.112	13.939
0.111	15.782
0.111	15.986
0.111	18.449
0.111	18.464
0.112	21.236
0.112	21.455
