2506	369
0.129	3.052
0.129	3.055
0.127	4.742
0.128	4.745
0.128	4.748
0.129	4.755
0.129	4.761
0.129	4.775
0.13	4.782
0.13	4.784
0.131	4.787
0.131	4.794
0.132	4.797
0.132	4.8
0.133	4.846
0.133	4.849
0.134	4.859
0.134	4.87
0.134	4.873
0.135	4.887
0.135	4.897
0.135	4.961
0.135	4.968
0.136	4.978
0.136	4.988
0.136	4.991
0.137	4.998
0.137	5.005
0.138	5.165
0.138	5.168
0.139	5.171
0.139	5.194
0.139	5.218
0.139	5.232
0.14	5.242
0.14	5.252
0.141	5.258
0.141	5.268
0.141	5.275
0.142	5.278
0.142	5.284
0.143	5.287
0.143	5.396
0.143	5.433
0.142	5.469
0.142	5.489
0.143	5.559
0.143	5.576
0.143	5.617
0.143	5.62
0.144	5.626
0.144	5.629
0.144	5.64
0.145	5.668
0.145	5.675
0.145	5.678
0.146	5.681
0.146	5.688
0.147	5.69
0.147	5.773
0.147	5.99
0.147	5.993
0.147	6.006
0.148	6.013
0.148	6.019
0.148	6.03
0.149	6.037
0.149	6.051
0.149	6.081
0.149	6.141
0.149	6.158
0.149	6.432
0.148	6.511
0.148	6.562
0.149	6.565
0.149	6.662
0.149	6.671
0.149	6.7
0.149	6.71
0.15	6.716
0.15	6.723
0.15	7.046
0.151	7.599
0.151	7.616
0.151	7.619
0.151	7.643
0.152	7.649
0.152	7.656
0.152	7.663
0.153	7.677
0.153	7.679
0.153	7.744
0.154	7.753
0.154	7.788
0.154	7.791
0.155	7.804
0.155	7.811
0.155	7.864
0.155	7.903
0.156	7.906
0.156	7.908
0.156	7.959
0.156	7.991
0.156	7.998
0.156	8.02
0.156	8.027
0.153	8.522
0.153	8.526
0.153	8.536
0.154	8.546
0.154	8.549
0.154	8.598
0.154	8.628
0.154	8.66
0.153	8.796
0.153	8.803
0.154	8.809
0.154	8.812
0.154	8.815
0.154	9.246
0.154	9.248
0.154	9.255
0.154	9.344
0.155	9.35
0.155	9.415
0.155	9.425
0.155	9.428
0.155	9.482
0.156	9.485
0.156	9.499
0.156	9.502
0.157	9.508
0.157	9.663
0.157	9.669
0.156	9.841
0.156	9.851
0.156	9.854
0.157	9.856
0.156	9.984
0.156	9.998
0.157	10.008
0.157	10.102
0.151	12.557
0.151	12.588
0.151	12.591
0.152	12.637
0.152	12.646
0.152	12.673
0.152	12.68
0.152	12.687
0.152	12.732
0.153	12.735
0.153	12.737
0.153	12.752
0.153	12.912
0.153	12.922
0.153	12.929
0.152	13.092
0.153	13.102
0.153	13.164
0.15	13.462
0.151	13.474
0.149	13.683
0.149	13.851
0.148	13.981
0.147	14.214
0.147	14.447
0.147	16.319
0.147	21.451
0.147	21.458
