2506	585
0.234	2.857
0.23	4.725
0.229	4.758
0.224	4.944
0.221	5.201
0.222	5.211
0.22	5.265
0.219	5.386
0.22	5.393
0.22	5.406
0.22	5.409
0.22	5.43
0.22	5.443
0.221	5.446
0.221	5.46
0.221	5.463
0.221	5.476
0.222	5.479
0.222	5.482
0.222	5.572
0.222	5.579
0.223	5.586
0.223	5.597
0.22	5.767
0.22	5.78
0.22	5.972
0.22	5.996
0.22	6.003
0.219	6.061
0.219	6.071
0.219	6.078
0.219	6.084
0.22	6.087
0.22	6.09
0.22	6.144
0.221	6.151
0.221	6.171
0.221	6.174
0.221	6.183
0.221	6.465
0.221	6.479
0.221	6.485
0.221	6.494
0.222	6.504
0.221	6.568
0.221	6.578
0.222	6.581
0.222	6.665
0.222	6.668
0.223	6.682
0.222	6.707
0.222	6.726
0.223	6.729
0.223	7.043
0.223	7.609
0.223	7.636
0.221	7.741
0.222	7.747
0.222	7.75
0.221	7.814
0.222	7.861
0.221	7.911
0.222	7.915
0.222	7.949
0.222	7.966
0.222	7.98
0.222	8.0
0.222	8.004
0.222	8.011
0.223	8.014
0.223	8.017
0.223	8.085
0.223	8.092
0.223	8.095
0.224	8.099
0.224	8.109
0.224	8.181
0.225	8.185
0.225	8.199
0.224	8.237
0.225	8.241
0.225	8.244
0.225	8.251
0.226	8.261
0.226	8.264
0.226	8.267
0.226	8.284
0.226	8.294
0.227	8.298
0.227	8.436
0.227	8.443
0.227	8.446
0.228	8.516
0.227	8.543
0.227	8.601
0.227	8.611
0.228	8.615
0.228	8.621
0.228	8.625
0.228	8.678
0.228	8.692
0.228	8.705
0.229	8.716
0.229	8.758
0.229	8.779
0.228	8.918
0.227	8.943
0.228	8.949
0.228	8.952
0.228	8.966
0.228	9.251
0.228	9.258
0.229	9.261
0.229	9.334
0.229	9.341
0.229	9.406
0.229	9.409
0.23	9.412
0.228	9.505
0.228	9.511
0.229	9.514
0.229	9.518
0.229	9.666
0.229	9.683
0.23	9.686
0.23	9.776
0.23	9.779
0.23	9.782
0.231	9.789
0.231	9.807
0.231	9.814
0.231	9.834
0.231	9.844
0.231	9.921
0.231	9.935
0.231	9.941
0.232	9.944
0.232	9.974
0.232	9.978
0.232	9.987
0.232	10.089
0.232	10.095
0.232	10.158
0.232	10.161
0.232	10.171
0.232	12.258
0.232	12.264
0.232	12.267
0.232	12.291
0.232	12.294
0.233	12.298
0.233	12.304
0.233	12.308
0.233	12.314
0.233	12.332
0.234	12.335
0.234	12.342
0.234	12.345
0.235	12.348
0.235	12.364
0.235	12.367
0.235	12.37
0.236	12.377
0.235	12.394
0.236	12.401
0.236	12.415
0.236	12.422
0.236	12.432
0.235	12.47
0.235	12.564
0.235	12.581
0.235	12.64
0.235	12.643
0.235	12.656
0.236	12.663
0.234	12.877
0.234	12.884
0.234	12.898
0.233	12.939
0.233	12.953
0.234	12.96
0.234	12.97
0.234	12.973
0.234	12.98
0.235	13.072
0.235	13.075
0.235	13.082
0.235	13.095
0.235	13.105
0.235	13.116
0.236	13.119
0.236	13.178
0.235	13.306
0.236	13.312
0.236	13.327
0.235	13.354
0.235	13.386
0.235	13.392
0.235	13.396
0.235	13.465
0.235	13.468
0.236	13.471
0.235	13.519
0.235	13.544
0.235	13.624
0.235	13.641
0.235	13.651
0.235	13.677
0.235	13.808
0.235	13.818
0.236	13.835
0.235	13.952
0.233	14.029
0.233	14.141
0.233	14.199
0.234	14.203
0.234	14.207
0.234	14.217
0.234	14.274
0.235	14.451
0.234	18.456
0.234	18.46
