425	95
0.297	0.022
0.302	0.072
0.301	0.082
0.303	0.099
0.288	0.269
0.278	0.289
0.272	0.326
0.274	0.334
0.268	0.386
0.271	0.528
0.243	0.781
0.245	0.789
0.247	0.794
0.23	1.042
0.232	2.839
0.229	4.09
0.231	4.178
0.221	4.22
0.223	4.245
0.225	4.252
0.227	4.262
0.227	4.274
0.223	4.362
0.221	4.463
0.2	4.619
0.202	4.628
0.203	4.634
0.195	5.761
0.196	5.774
0.197	6.651
0.198	6.907
0.199	8.69
0.201	9.778
0.203	11.682
0.204	11.703
0.206	13.6
0.207	13.682
0.208	13.955
0.21	14.027
0.211	14.102
0.213	14.116
0.214	14.168
0.215	15.39
0.217	16.014
0.218	17.675
0.22	20.732
0.221	20.808
0.222	21.945
0.224	22.96
