425	76
0.084	0.077
0.09	0.139
0.095	0.253
0.099	0.257
0.104	0.261
0.106	0.273
0.109	0.281
0.114	0.285
0.116	0.312
0.12	0.316
0.124	0.32
0.123	0.381
0.124	0.686
0.128	0.69
0.13	0.699
0.128	0.722
0.13	0.731
0.129	0.919
0.132	0.924
0.134	0.933
0.137	0.938
0.138	0.947
0.141	1.027
0.144	1.031
0.143	3.603
0.146	3.608
0.149	4.072
0.149	4.182
0.152	4.188
0.154	4.193
0.157	4.198
0.159	4.203
0.161	4.209
0.164	4.214
0.159	4.278
0.162	4.284
0.164	4.289
0.166	4.294
0.167	4.368
0.169	4.373
0.171	4.378
0.171	4.483
0.173	4.489
0.175	4.494
0.176	4.504
0.178	4.509
0.18	4.514
0.182	4.519
0.184	4.524
0.185	4.535
0.187	4.541
0.188	4.585
0.189	4.596
0.191	4.603
0.193	4.609
0.191	4.915
0.192	4.928
0.193	4.934
0.194	4.946
0.196	4.953
0.197	4.96
0.197	5.767
0.196	6.866
