1385	339
0.236	3.607
0.233	3.613
0.234	3.62
0.233	3.734
0.232	5.148
0.231	5.221
0.231	5.237
0.231	5.252
0.232	5.259
0.232	5.266
0.233	5.273
0.233	5.281
0.233	5.394
0.234	5.402
0.234	5.41
0.235	5.418
0.234	5.442
0.235	5.451
0.235	5.459
0.236	5.468
0.236	5.476
0.236	5.494
0.236	5.601
0.237	5.609
0.237	5.618
0.238	5.677
0.238	5.686
0.238	5.695
0.238	5.745
0.239	5.768
0.239	5.776
0.24	5.793
0.24	5.801
0.239	6.75
0.239	6.759
0.24	6.768
0.24	6.777
0.241	6.786
0.241	6.795
0.242	6.804
0.242	6.813
0.242	6.822
0.242	6.889
0.242	7.348
0.242	7.357
0.243	7.365
0.243	7.403
0.244	7.412
0.244	7.459
0.244	7.468
0.244	7.614
0.245	7.623
0.245	7.632
0.246	7.69
0.246	7.708
0.246	7.717
0.247	7.726
0.247	7.744
0.245	7.941
0.246	7.95
0.246	9.127
0.247	9.134
0.247	9.238
0.247	9.442
0.247	9.482
0.247	9.489
0.247	9.496
0.248	9.574
0.248	9.588
0.248	9.602
0.247	11.766
0.247	11.846
0.247	11.853
0.248	11.887
0.247	14.048
0.247	14.062
0.247	14.068
0.247	15.081
0.248	15.084
