1385	329
0.219	3.624
0.212	5.218
0.213	5.225
0.213	5.24
0.213	5.248
0.214	5.255
0.214	5.262
0.215	5.27
0.215	5.277
0.216	5.284
0.216	5.39
0.217	5.398
0.217	5.406
0.218	5.414
0.218	5.429
0.218	5.438
0.219	5.446
0.219	5.455
0.22	5.463
0.22	5.471
0.221	5.48
0.221	5.489
0.222	5.498
0.222	5.596
0.222	5.681
0.222	5.69
0.219	6.746
0.219	6.754
0.22	6.763
0.22	6.772
0.221	6.781
0.221	6.79
0.222	6.799
0.222	6.808
0.222	6.817
0.223	6.826
0.223	6.836
0.224	6.884
0.224	6.893
0.225	7.343
0.225	7.352
0.225	7.398
0.226	7.407
0.226	7.454
0.227	7.463
0.227	7.472
0.227	7.482
0.228	7.618
0.228	7.627
0.229	7.685
0.229	7.694
0.23	7.703
0.23	7.712
0.23	7.721
0.231	7.73
0.231	7.74
0.232	7.749
0.232	7.814
0.232	7.823
0.233	7.919
0.233	7.936
0.234	7.945
0.234	7.954
0.234	9.13
0.235	9.228
0.235	9.241
0.235	9.426
0.236	9.446
0.236	9.452
0.237	9.485
0.237	9.492
0.237	9.578
0.237	9.585
0.238	9.591
0.238	9.599
0.239	9.605
0.238	11.756
0.238	11.849
0.238	13.799
0.239	13.978
0.239	13.988
0.239	14.044
0.239	14.051
0.239	14.065
0.24	14.072
0.239	15.087
0.24	16.991
