3247	623
0.151	2.812
0.151	2.818
0.152	2.838
0.152	2.853
0.152	2.856
0.152	2.871
0.153	2.875
0.153	2.886
0.153	2.889
0.154	2.896
0.154	2.99
0.154	3.008
0.154	3.019
0.154	3.022
0.155	3.033
0.155	3.04
0.155	3.044
0.155	3.051
0.156	3.055
0.156	3.062
0.156	3.073
0.157	3.076
0.157	3.172
0.157	3.176
0.157	3.183
0.158	3.19
0.158	3.197
0.158	3.204
0.158	3.208
0.159	3.212
0.159	3.23
0.159	3.359
0.159	3.37
0.159	3.384
0.159	3.402
0.159	3.427
0.159	3.461
0.159	4.721
0.159	4.735
0.159	4.854
0.159	4.879
0.16	4.889
0.16	4.897
0.16	4.962
0.16	4.973
0.16	4.98
0.161	4.984
0.161	4.995
0.161	5.02
0.161	5.031
0.161	5.173
0.161	5.176
0.161	5.191
0.162	5.198
0.162	5.205
0.162	5.209
0.162	5.315
0.162	5.484
0.161	6.474
0.162	6.478
0.162	6.492
0.162	6.502
0.162	6.506
0.162	6.524
0.162	6.538
0.163	6.542
0.163	6.545
0.163	6.552
0.164	6.556
0.164	6.56
0.164	6.567
0.164	6.706
0.165	6.714
0.165	6.724
0.165	6.728
0.165	6.732
0.166	6.739
0.166	6.746
0.166	6.75
0.166	6.753
0.166	6.771
0.167	6.775
0.167	6.789
0.167	6.792
0.168	6.796
0.168	6.899
0.168	6.906
0.168	6.909
0.168	6.924
0.169	6.931
0.169	6.934
0.169	6.938
0.169	6.952
0.169	7.035
0.17	7.042
0.17	7.053
0.17	7.06
0.17	7.064
0.171	7.071
0.171	7.082
0.171	7.089
0.171	7.092
0.171	7.1
0.172	7.107
0.172	7.114
0.172	7.125
0.172	7.257
0.172	7.261
0.173	7.268
0.173	7.289
0.173	7.292
0.173	7.313
0.173	7.372
0.173	7.38
0.174	7.383
0.174	7.387
0.174	7.394
0.174	7.401
0.175	7.412
0.175	7.539
0.175	7.546
0.175	7.55
0.175	7.553
0.176	7.564
0.176	7.568
0.176	7.579
0.176	8.048
0.176	8.229
0.176	8.351
0.176	8.358
0.176	8.362
0.176	8.376
0.177	8.38
0.177	8.384
0.177	8.529
0.177	8.54
0.177	8.561
0.177	8.565
0.177	8.685
0.178	8.692
0.178	8.702
0.178	8.71
0.178	8.721
0.178	8.728
0.179	8.731
0.179	8.742
0.179	9.554
0.179	9.605
0.179	9.616
0.179	9.796
0.179	9.799
0.18	9.803
0.18	9.817
0.18	9.821
0.18	9.825
0.18	9.839
0.181	9.843
0.181	9.856
0.181	9.876
0.181	9.883
0.181	9.887
0.182	9.89
0.182	9.897
0.182	10.077
0.182	10.081
0.182	10.095
0.183	10.102
0.183	10.109
0.183	10.113
0.183	10.117
0.184	10.124
0.184	10.127
0.184	10.134
0.184	10.138
0.185	10.142
0.184	10.302
0.185	10.306
0.185	10.314
0.185	10.329
0.185	10.349
0.185	10.369
0.185	10.373
0.185	10.4
0.185	10.408
0.186	10.562
0.186	10.576
0.186	10.595
0.186	10.622
0.185	11.004
0.185	11.033
0.186	11.041
0.186	11.045
0.186	11.049
0.186	11.063
0.186	11.067
0.187	11.071
0.187	11.078
0.187	11.118
0.187	11.121
0.187	11.129
0.188	11.14
0.187	12.518
0.187	12.594
0.187	12.601
0.187	12.618
0.188	12.621
0.188	12.625
0.188	12.632
0.188	12.699
0.188	12.703
0.188	12.786
0.188	12.789
0.188	12.797
0.189	12.804
0.189	12.812
0.189	12.82
0.189	12.828
0.189	12.832
0.19	12.836
0.189	13.366
0.19	13.37
0.19	13.46
0.19	13.467
0.19	13.475
0.19	13.483
0.19	13.491
0.19	13.502
0.191	13.561
0.191	13.569
0.191	13.576
0.191	13.645
0.191	13.653
0.191	13.664
0.191	13.668
0.192	13.672
0.192	13.687
0.192	13.78
0.192	13.788
0.192	13.791
0.192	13.915
0.192	13.937
0.192	13.957
0.193	13.961
0.193	13.973
0.193	14.118
